"region","kön","utbildningsnivå","bakgrundsvariabel","år","Andel förvärvsarbetande (ny definition från och med 2019)"
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",31.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",32.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",34.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",34.9
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",32.7
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",33.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",37.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",35.2
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",36.7
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",36.1
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",31.8
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",34
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",38.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",43.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",51.2
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",51.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",52
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",51.1
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",54.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",56.2
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",59.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",60.8
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",60.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",57.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",52.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",54.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",66.9
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",68.1
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",68.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.3
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",70.2
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.9
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",74.4
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",75.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",76
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",76.6
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",76.2
"Hallands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",77.8
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",18.8
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",25
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",27.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",25.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",23.6
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",25
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",26
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",29.9
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",35.6
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",42.9
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",46.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",48.5
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",33.7
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",34.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",36.1
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",39.5
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",43.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",42.9
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",45.7
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",49.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",50.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",54.1
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",53.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",59.7
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",48.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",49
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",50.4
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",50.6
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",51.5
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",55.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",59.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",61.5
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",62.5
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",63.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",60.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",63.4
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",63.6
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",65.4
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",66.4
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",67
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",68.3
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",70.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",72.2
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",73.1
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",73.8
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.7
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",72
"Västra Götalands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",73.9
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",25.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",34
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",36.5
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",34.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",29.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",30.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",31.9
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",38.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",45.4
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",52
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",57.5
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",61.4
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",39.6
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",42.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",44.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",48.3
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",53.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",52.9
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",54.4
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",58.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",59.5
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",64
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",63
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",70.4
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",53.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",54.3
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",56.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",57.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",57.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",62.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",66.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",68.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",69.7
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",68.9
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",66
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",70
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",64.7
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",66.7
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",67.5
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",68
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",73.1
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",74
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",74.8
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",74
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",72.2
"Västra Götalands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",73.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",11.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",15.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",17.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",15.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",16.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",18.7
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",18.7
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",20.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",24.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",31.4
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",31.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",34.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",27
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",26.4
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",27.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",30.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",32.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",32.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",35.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",38.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",38.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",41.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",42.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",46.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",43.6
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",43.6
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",44.6
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",44.1
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",44.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",48.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",52.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",54
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",54.7
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",56.9
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",53.6
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",55.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",62.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",64.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",65.4
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",66.1
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",67.5
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",69.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",72.2
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.8
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.3
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",71.8
"Västra Götalands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",73.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",16.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",19.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",21.4
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",16.4
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",14.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",16.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",15.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",20.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",23.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",29.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",33.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",34.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",33.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",32.4
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",29.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",33.3
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",34.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",33.3
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",36.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",38.7
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",38.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",40.7
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",42.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",50.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",42.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",43.7
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",44.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",44.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",45.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",48.7
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",51.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",52.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",55.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",54.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",51.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",55.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",61.8
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",62.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",63
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",62.7
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",63.6
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",65.1
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",66.2
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",67.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",68.3
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",68.4
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",66.9
"Värmlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",68.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",22
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",25.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",29.4
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",19.9
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",16.5
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",18.7
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",18
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",28.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",33
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",34.8
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",42
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",44.2
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",40.7
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",40.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",35.9
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",40.4
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",43.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",39.4
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",42
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",45.3
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",47.5
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",51.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",51.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",59
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",44.8
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",46.8
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",48.5
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",48.9
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",48.2
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",52.3
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",55.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",55.3
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",59.2
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",57.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",54.9
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",60.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",61.3
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",61.7
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",62.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",61.4
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",61.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",63.4
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",64.3
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",66.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",66.7
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",66.1
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",64.6
"Värmlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",66.4
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",10.7
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",13.3
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",13.5
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",13
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",11.5
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",12.6
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",11.5
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",11.5
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",14.7
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",23.3
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",23.7
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",25.5
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",26.7
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",25.3
"Värmlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",23.6
