"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2016",1513
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2017",1693
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2018",1742
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2019",1703
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2020",1601
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","kvinnor","2021",1593
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2012",644
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2013",752
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2014",983
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2015",1274
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2016",1753
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2017",1924
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2018",1973
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2019",1989
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2020",1883
"Dalarnas län","trångbodda enligt norm 2","Asien","totalt","män","2021",1837
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","0-4 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-9 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2018",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2019",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2020",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","totalt","2021",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","5-14 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","10-14 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2015",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2019",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2015",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-19 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2012",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2013",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2014",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2015",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2016",16
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2017",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2018",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2019",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2020",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","totalt","2021",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2015",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2016",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2019",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2020",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2013",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2014",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2015",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2016",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2017",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2018",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2020",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","15-24 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2012",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2013",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2014",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2015",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2016",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2017",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2020",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","totalt","2021",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2016",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2020",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2015",NA
